"ifa","timestamp","latitude","longitude"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-01 13:37:55.790","22.39036","113.979894"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-01 13:37:10.753","22.39036","113.979894"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-01 13:37:19.476","22.39036","113.979894"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-01 13:37:55.832","22.39036","113.979894"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-01 14:35:09.155","22.39036","113.979894"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-01 13:37:10.814","22.39036","113.979894"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-01 13:37:19.622","22.39036","113.979894"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-01 14:35:09.114","22.39036","113.979894"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-20 12:48:37.050","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-11 14:46:33.968","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-11 14:40:29.736","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-11 14:41:08.813","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-08 16:14:47.606","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-08 16:14:39.563","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-30 03:46:24.243","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-30 03:46:38.944","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-24 06:14:09.717","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-24 06:21:38.263","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-24 06:19:53.536","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-24 16:14:05.716","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-24 16:22:11.657","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-24 06:22:43.243","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-24 06:17:56.117","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-24 06:13:57.488","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-21 14:18:55.805","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-21 14:19:10.392","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-12-21 14:22:58.649","22.3","113.9"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 01:39:07.825","22.381779","113.972192"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:10.112","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:41.108","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:32.460","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:56.650","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:14.839","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:15.215","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:18.288","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:18.706","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:47.714","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:56.945","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:10.430","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:30.984","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:40.792","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:47.323","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:30.683","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:47.280","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:10.073","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:31.896","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:56.287","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:07.724","22.381788","113.972187"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 12:17:35.483","22.381777","113.972174"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 12:17:35.522","22.381777","113.972174"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 02:56:17.148","22.3817887","113.9721835"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 12:17:35.582","22.381777","113.972174"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:55.123","22.381779","113.9721749"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:57.279","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:14.797","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:38.300","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:56.549","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:10.071","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:30.934","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:44.073","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:30.621","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:14.919","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:15.133","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-20 13:07:32.329","22.381787","113.972186"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-18 05:17:40.530","22.381612","113.97208"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-18 05:13:47.537","22.381612","113.97208"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-18 05:13:09.778","22.381612","113.97208"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-18 05:17:40.475","22.381612","113.97208"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-18 05:14:01.765","22.381612","113.97208"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-18 05:13:09.739","22.381612","113.97208"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-18 05:13:47.486","22.381612","113.97208"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:11.290","22.381779","113.972169"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:06.122","22.381779","113.972169"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:08.834","22.381794","113.972198"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:14.603","22.381794","113.972198"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:04.244","22.3817794","113.9721692"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:14.595","22.381794","113.972198"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:03.385","22.3817794","113.9721692"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:09.354","22.381779","113.972169"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:11.248","22.381779","113.972169"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:05.585","22.381779","113.972169"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:09.405","22.381779","113.972169"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:05.208","22.381779","113.972169"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:11.566","22.381779","113.972169"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:05.837","22.381779","113.972169"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:05.777","22.381779","113.972169"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:11.519","22.381779","113.972169"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:09.005","22.381779","113.972169"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:05.144","22.381779","113.972169"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:06.058","22.381779","113.972169"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:09.071","22.381779","113.972169"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:07.788","22.381794","113.972198"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:09.376","22.381794","113.972198"
"3b45468c-8516-47db-afb6-8f5b5a201e36","2021-05-19 23:35:07.771","22.381794","113.972198"
