"num_obs","_col1"
"314542","1"
"41272","3"
"14364","25"
"15819","16"
"57481","3"
"69532","4"
"35352","9"
"44004","6"
"53612","3"
"8207","67"
"8765","49"
"56138","6"
"13327","34"
"28869","4"
"99873","1"
"45839","2"
"11767","34"
"24502","9"
"12706","34"
"14771","25"
"50049","2"
"19745","11"
"146101","1"
"48792","5"
"22881","14"
"61628","1"
"122085","1"
"24701","11"
"285953","2"
"31392","5"
"8058","68"
"36538","6"
"42062","4"
"68701","3"
"25939","10"
"54989","4"
"71648","2"
"23874","17"
"78163","1"
"137520","2"
"182041","1"
"87410","1"
"47938","7"
"31441","6"
"328700","1"
"59712","1"
"51281","6"
"147523","1"
"68294","2"
"14154","21"
"109843","1"
"277828","1"
"28360","9"
"54528","6"
"13791","30"
"37935","3"
"163698","1"
"67403","1"
"102044","1"
"17777","20"
"205518","1"
"628286","1"
"61490","4"
"30195","6"
"366825","1"
"265376","2"
"66104","3"
"51175","3"
"95079","2"
"54267","5"
"69626","2"
"15845","11"
"22683","17"
"10360","38"
"20633","10"
"39109","6"
"76059","2"
"39551","7"
"15452","18"
"23503","10"
"8895","53"
"13634","34"
"73361","3"
"92358","2"
"30610","5"
"47283","2"
"33582","6"
"37500","5"
"18863","13"
"177115","1"
"91961","3"
"157860","1"
"730780","1"
"147314","1"
"116569","1"
"62418","6"
"85468","1"
"188616","1"
"34596","5"
"292577","1"
"17070","27"
"57856","5"
"27088","12"
"51808","3"
"30378","11"
"18480","20"
"195753","1"
"115383","2"
"88054","2"
"40333","7"
"415126","1"
"28806","8"
"12211","34"
"42919","3"
"42893","3"
"47025","3"
"186697","1"
"43907","5"
"33121","5"
"38889","5"
"25000","10"
"54454","4"
"68593","4"
"79630","4"
"49420","3"
"17107","16"
"112748","1"
"75082","3"
"39105","6"
"89065","1"
"77714","2"
"24233","9"
"55172","3"
"25172","14"
"27571","11"
"22810","9"
"31463","9"
"65663","2"
"29207","12"
"69346","3"
"41074","7"
"125524","1"
"34382","8"
"13866","26"
"21587","13"
"23889","10"
"19671","17"
"72942","2"
"38331","5"
"65588","3"
"42523","7"
"13510","33"
"33405","5"
"50229","3"
"80906","3"
"15913","20"
"26572","7"
"434924","1"
"63593","7"
"41284","5"
"203182","1"
"19929","14"
"32385","6"
"53020","3"
"351814","1"
"22586","19"
"63174","3"
"29132","7"
"77960","1"
"25613","10"
"60255","1"
"183673","1"
"391545","1"
"25404","13"
"142452","2"
"197411","1"
"24888","11"
"66722","1"
"73601","1"
"14794","17"
"47137","2"
"227696","1"
"155267","1"
"136988","2"
"44757","3"
"40135","4"
"50247","3"
"596194","1"
"39577","7"
"61876","1"
"44424","5"
"19955","12"
"25973","7"
"61183","1"
"31280","4"
"103339","3"
"43414","4"
"50127","3"
"28376","9"
"57770","4"
"40221","4"
"225481","1"
"456889","1"
"78927","3"
"28327","8"
"69057","2"
"84641","3"
"145656","1"
"38128","3"
"41321","4"
"15157","25"
"127182","1"
"28746","9"
"83945","1"
"32134","7"
"37477","4"
"46676","1"
"47246","7"
"91606","1"
"29499","8"
"66490","3"
"66464","1"
"22837","14"
"21168","13"
"171046","1"
"86606","1"
"63855","5"
"202703","1"
"52033","2"
"57567","3"
"74798","3"
"71010","2"
"63361","1"
"203235","1"
"90726","1"
"18271","16"
"71261","3"
"391941","1"
"51314","5"
"25962","6"
"431661","1"
"98836","1"
"25741","9"
"42275","6"
"21793","17"
"294782","1"
"28866","11"
"187639","1"
"26890","8"
"28076","8"
"104106","1"
"35599","7"
"38428","5"
"179492","1"
"42111","5"
"22328","11"
"282708","1"
"33271","7"
"27320","10"
"657842","1"
"47504","6"
"89896","2"
"45528","8"
"48484","3"
"228523","1"
"83810","2"
"30266","5"
"58773","1"
"249036","1"
"45427","5"
"24023","10"
"549798","1"
"67874","2"
"286978","1"
"49436","5"
"8885","39"
"82579","3"
"27137","13"
"28402","8"
"122385","1"
"71519","2"
"37145","4"
"89713","2"
"13496","27"
"53005","5"
"35969","6"
"42953","2"
"57350","2"
"68567","1"
"75390","2"
"23256","13"
"18877","12"
"53128","5"
"41000","2"
"31767","6"
"33334","7"
"83799","2"
"67871","3"
"61602","2"
"39147","6"
"48978","1"
"85671","2"
"98084","1"
"38712","3"
"96684","2"
"17036","24"
"108496","3"
"38170","4"
"32208","8"
"121123","2"
"35138","9"
"14435","20"
"34113","5"
"77717","1"
"56954","1"
"38477","5"
"82725","2"
"83578","1"
"27245","4"
"51524","3"
"40790","4"
"81325","3"
"24255","15"
"75932","3"
"128159","2"
"93137","3"
"67710","1"
"29079","5"
"31246","5"
"85929","1"
"60663","2"
"35273","2"
"193006","1"
"54663","3"
"131277","1"
"59068","1"
"160173","1"
"90663","1"
"116584","1"
"40307","5"
"74563","2"
"63148","2"
"21658","9"
"266301","1"
"247602","1"
"32455","4"
"292221","1"
"42586","2"
"92717","2"
"42706","7"
"54417","1"
"65708","2"
"185219","1"
"101509","1"
"45636","3"
"106973","1"
"42458","4"
"43477","4"
"240604","1"
"60958","2"
"79248","1"
"117291","1"
"103945","2"
"75872","1"
"80798","2"
"139459","1"
"86030","2"
"48952","4"
"31160","5"
"91168","1"
"24330","7"
"73163","1"
"352888","1"
"341768","1"
"71954","1"
"70817","1"
"24599","4"
"50450","5"
"43125","3"
"55719","1"
"108957","2"
"49027","3"
"20741","10"
"47369","2"
"46366","5"
"84716","1"
"42990","4"
"50460","1"
"60218","1"
"66733","3"
"230043","1"
"48915","1"
"47197","4"
"49585","1"
"140293","1"
"89526","1"
"72733","3"
"64365","2"
"46988","4"
"51186","4"
"292479","1"
"70827","3"
"92568","1"
"155971","1"
"86648","2"
"57421","1"
"103709","1"
"41519","5"
"85644","1"
"34053","2"
"207153","1"
"66707","2"
"49188","3"
"40112","5"
"42223","9"
"41681","5"
"122546","1"
"58784","3"
"51089","4"
"71628","2"
"52189","3"
"94323","1"
"153137","1"
"39861","5"
"164862","2"
"34301","4"
"68836","2"
"205623","1"
"86471","3"
"253849","1"
"281858","1"
"83739","1"
"134465","1"
"30239","8"
"60476","5"
"335628","1"
"96898","1"
"83776","1"
"175173","1"
"195020","1"
"70494","1"
"309089","1"
"55150","2"
"47612","4"
"55891","1"
"39345","5"
"154709","1"
"80895","2"
"112070","1"
"80202","2"
"55023","4"
"60614","2"
"48964","4"
"123287","1"
"87362","1"
"29330","7"
"168669","1"
"53724","2"
"87313","1"
"96995","2"
"30636","6"
"99046","1"
"84469","1"
"49623","1"
"231046","1"
"48039","1"
"210627","1"
"74438","3"
"49113","3"
"58747","3"
"80622","1"
"36512","5"
"43167","2"
"33657","9"
"166726","2"
"131311","1"
"70869","1"
"92198","1"
"70356","2"
"185858","1"
"121381","1"
"45341","4"
"75577","2"
"166716","1"
"57844","1"
"117288","1"
"469206","1"
"136490","1"
"132426","1"
"95697","1"
"94843","2"
"38563","2"
"123276","1"
"55457","1"
"79907","3"
"73698","3"
"67152","2"
"787850","1"
"237438","1"
"40247","5"
"120218","1"
"201775","1"
"44353","3"
"94971","1"
"63721","2"
"100816","1"
"509794","1"
"52501","3"
"80386","2"
"76998","1"
"78904","2"
"74170","2"
"65745","2"
"98627","1"
"62579","2"
"229574","1"
"1689669","1"
"58956","3"
"371822","1"
"55682","2"
"293235","1"
"301323","1"
"91752","1"
"88747","2"
"164417","2"
"194166","1"
"890624","1"
"104862","2"
"61550","2"
"85491","3"
"57661","1"
"160233","1"
"341020","1"
"135551","1"
"53701","2"
"57796","4"
"120132","1"
"314837","1"
"123320","1"
"63283","1"
"139623","1"
"78249","1"
"62160","1"
"71991","2"
"60127","2"
"410515","1"
"87347","2"
"177610","1"
"266559","1"
"68466","1"
"59154","1"
"42916","4"
"36722","3"
"88496","1"
"209478","1"
"314037","1"
"79398","2"
"69136","1"
"105049","2"
"244279","1"
"377645","1"
"243191","1"
"543294","1"
"183235","1"
"45914","2"
"51670","3"
"396010","1"
"41980","3"
"181828","1"
"104510","2"
"170537","2"
"43896","2"
"64731","2"
"142504","1"
"67590","1"
"85360","1"
"92879","1"
"74944","1"
"505479","1"
"100000","1"
"82590","1"
"61677","1"
"173467","1"
"56905","4"
"204593","1"
"134387","1"
"64371","1"
"175892","1"
"106306","1"
"288644","1"
"228325","1"
"102179","1"
"327229","1"
"414476","1"
"74428","2"
"55763","2"
"82751","2"
"151124","1"
"160952","1"
"97430","2"
"63357","1"
"1338677","1"
"83687","1"
"81497","1"
"115902","1"
"246147","1"
"62134","2"
"50213","2"
"117265","1"
"466448","1"
"32638","7"
"244534","1"
"123560","1"
"35498","3"
"93765","1"
"142314","1"
"279025","1"
"303336","1"
"57781","1"
"49858","3"
"63646","1"
"95277","1"
"102695","1"
"73377","1"
"57785","1"
"108931","1"
"126280","2"
"47815","2"
"181603","1"
"264706","1"
"74910","1"
"110057","1"
"76628","1"
"121950","1"
"515247","1"
"306873","1"
"110449","1"
"66883","1"
"198550","1"
"328416","1"
"94249","1"
"61284","1"
"149923","1"
"78211","1"
"86348","1"
"424614","1"
"108968","1"
"54786","2"
"76565","1"
"175162","1"
"263816","1"
"151206","2"
"75004","1"
"112703","2"
"95955","1"
"50843","3"
"390744","1"
"126191","2"
"249901","1"
"48941","3"
"134279","2"
"138320","1"
"385243","1"
"441223","1"
"232700","1"
"132684","1"
"231229","1"
"66153","1"
"101471","1"
"66501","2"
"245686","1"
"162707","1"
"88312","1"
"590162","1"
"142887","1"
"69342","1"
"161471","1"
"115828","1"
"78309","1"
"130951","1"
"237572","1"
"46527","1"
"161026","1"
"97823","1"
"47470","2"
"177138","1"
"421372","1"
"47223","4"
"150218","1"
"143279","1"
"149282","1"
"113009","1"
"85655","1"
"50969","1"
"98650","1"
"132673","1"
"156154","1"
"82436","3"
"71553","1"
"74993","1"
"138223","1"
"120925","2"
"42200","2"
"199893","1"
"97886","1"
"120513","1"
"315567","1"
"177362","1"
"57583","2"
"193860","1"
"250016","1"
"111067","1"
"69068","1"
"148893","1"
"60411","1"
"200821","1"
"76161","1"
"76359","4"
"102957","1"
"137703","1"
"66711","1"
"181929","1"
"226764","1"
"83020","1"
"208774","1"
"87089","1"
"129084","1"
"105357","1"
"233494","1"
"411492","1"
"111609","1"
"99518","1"
"312660","1"
"76049","1"
"50090","2"
"236510","1"
"49734","1"
"80385","1"
"98762","1"
"87276","1"
"479805","1"
"394861","1"
"70285","1"
"232801","1"
"111535","1"
"303288","1"
"212359","1"
"112145","2"
"1783494","1"
"70210","1"
"68440","1"
"154511","1"
"146647","1"
"58489","1"
"82714","2"
"157194","1"
"50385","1"
"43743","1"
"332569","1"
"88564","1"
"109903","1"
"122520","1"
"129728","1"
"105824","1"
"486257","1"
"148002","1"
"54491","1"
"52108","2"
"256668","1"
"56519","1"
"112257","1"
"63567","1"
"150760","1"
"108926","1"
"111090","1"
"346484","1"
"65251","1"
"75517","1"
"93781","1"
"186416","1"
"51415","1"
"89997","1"
"124544","1"
"479060","1"
"280039","1"
"640035","1"
"160124","1"
"91479","1"
"80337","1"
"109450","1"
"90749","1"
"53514","1"
"64185","1"
"71943","1"
"140338","1"
"94768","1"
"137471","1"
"195716","1"
"156958","1"
"302064","1"
"104380","1"
"59499","1"
"256098","1"
"123185","1"
"93287","1"
"437","4136"
"521","3247"
"48993","3"
"620","2651"
"22282","10"
"515","3438"
"1597","723"
"184403","1"
"2254","428"
"162","14437"
"1295","997"
"9561","51"
"7306","87"
"9520","60"
"50196","5"
"4834","129"
"289","7148"
"4408","168"
"349","5519"
"16505","26"
"2489","371"
"3227","267"
"2248","456"
"1996","516"
"1159","1142"
"405","4563"
"1582","773"
"9703","59"
"3004","308"
"2289","434"
"3498","241"
"6507","66"
"2793","336"
"2631","399"
"1196","1035"
"11361","44"
"17540","21"
"127739","2"
"20224","21"
"10199","57"
"18562","23"
"1696","648"
"3103","270"
"4849","136"
"4886","160"
"16236","19"
"11425","41"
"126678","1"
"12216","29"
"5903","107"
"23730","18"
"19896","12"
"5641","118"
"21038","21"
"12314","29"
"4746","157"
"5143","130"
"18163","8"
"13766","35"
"30050","8"
"6679","88"
"3875","209"
"9846","43"
"5588","114"
"102717","3"
"57080","3"
"10714","47"
"7347","75"
"5242","133"
"24894","19"
"29037","9"
"6106","108"
"7843","58"
"28440","10"
"27748","5"
"10253","34"
"15010","27"
"32119","7"
"8086","82"
"6520","85"
"8324","53"
"2918","312"
"3112","266"
"3513","222"
"7557","64"
"11151","43"
"6563","89"
"11473","41"
"14514","19"
"21045","12"
"10809","42"
"35044","7"
"9279","56"
"7604","49"
"19726","16"
"45400","3"
"9576","38"
"8188","71"
"7899","59"
"110084","2"
"4022","179"
"11262","38"
"32905","6"
"6185","118"
"19316","21"
"21655","14"
"8665","61"
"91426","1"
"12402","25"
"27308","6"
"12070","34"
"5729","125"
"4662","152"
"5910","106"
"64451","6"
"9859","39"
"22978","9"
"25972","6"
"69062","2"
"17965","18"
"77217","3"
"9660","44"
"13169","29"
"15497","27"
"8992","58"
"11305","34"
"19825","10"
"20835","10"
"69456","4"
"7720","71"
"47694","8"
"15755","29"
"31705","6"
"24806","15"
"7246","95"
"12233","46"
"30461","5"
"112919","1"
"26056","13"
"8184","49"
"78974","2"
"43294","2"
"6069","98"
"35858","3"
"144210","1"
"9222","45"
"4393","169"
"45894","4"
"17766","16"
"127730","1"
"18262","20"
"10686","47"
"6662","97"
"27864","9"
"6947","80"
"26243","10"
"151993","2"
"5500","119"
"6750","97"
"57395","4"
"143367","1"
"25340","14"
"28623","11"
"16322","17"
"10744","45"
"63413","3"
"59677","2"
"54086","3"
"12697","41"
"30373","5"
"15770","22"
"84869","1"
"24211","13"
"11917","42"
"45437","1"
"36210","7"
"937680","1"
"43484","4"
"48478","3"
"29922","7"
"8141","49"
"138481","1"
"108306","2"
"137979","2"
"25690","8"
"20465","10"
"590757","1"
"31339","6"
"86544","3"
"11535","45"
"17471","21"
"15393","25"
"49427","1"
"26429","10"
"50804","2"
"14688","19"
"12574","35"
"90376","2"
"28644","9"
"34651","6"
"32519","8"
"26826","13"
"25774","8"
"45512","3"
"9673","48"
"145120","1"
"38792","3"
"29959","9"
"79170","1"
"46620","3"
"20493","13"
"15807","21"
"19499","11"
"81472","4"
"7660","72"
"50791","4"
"12117","26"
"17488","20"
"12796","37"
"34153","9"
"19543","14"
"15169","21"
"16264","30"
"17230","17"
"26511","14"
"13171","37"
"96852","2"
"164461","1"
"40128","6"
"234452","1"
"23957","13"
"43762","3"
"38296","6"
"46872","5"
"16165","12"
"20665","12"
"77528","2"
"78179","1"
"35669","7"
"17686","13"
"45284","4"
"20482","17"
"215287","1"
"18167","14"
"19221","14"
"44630","3"
"23319","10"
"13070","26"
"23323","14"
"42785","5"
"64865","4"
"301636","1"
"19400","17"
"29088","4"
"60151","4"
"82608","2"
"30603","7"
"74986","1"
"18064","20"
"21340","8"
"30047","9"
"123230","2"
"34658","5"
"10996","31"
"22584","18"
"125305","1"
"31116","7"
"24310","16"
"41822","3"
"871340","1"
"45536","4"
"18577","16"
"16006","22"
"102243","2"
"37744","8"
"21062","16"
"182487","1"
"84513","2"
"31878","10"
"36977","4"
"16549","24"
"36790","3"
"29183","9"
"11731","28"
"91255","1"
"12673","32"
"11477","35"
"21814","9"
"11822","28"
"37458","4"
"32576","7"
"414654","1"
"158299","1"
"11354","35"
"55276","3"
"9421","41"
"77512","2"
"414965","1"
"90115","1"
"16036","18"
"74447","1"
"77881","3"
"62348","3"
"24456","14"
"30067","10"
"26226","7"
"36539","10"
"15894","18"
"25474","6"
"17922","14"
"59951","2"
"31895","5"
"19228","10"
"67986","3"
"35712","3"
"20377","11"
"14331","22"
"25452","13"
"180161","1"
"17570","13"
"21896","19"
"269509","1"
"26084","12"
"24707","8"
"38794","4"
"332303","1"
"23062","8"
"12121","39"
"52112","4"
"45877","8"
"30789","9"
"18943","18"
"55140","3"
"91016","1"
"147223","2"
"236627","1"
"40486","4"
"21726","11"
"26504","11"
"57308","4"
"34336","5"
"40574","6"
"35037","3"
"24297","13"
"56131","4"
"23053","11"
"110322","1"
"33811","10"
"1122115","1"
"33597","6"
"19838","11"
"55239","7"
"104931","2"
"84425","1"
"120290","1"
"44443","5"
"33614","7"
"98872","4"
"79722","2"
"77043","1"
"39533","1"
"40897","6"
"28491","12"
"69835","3"
"29565","10"
"45678","4"
"63128","1"
"38371","8"
"41083","3"
"94253","2"
"34634","5"
"29382","4"
"30826","6"
"30925","4"
"29670","8"
"162629","1"
"40725","5"
"45023","11"
"292862","1"
"21316","20"
"60233","3"
"15969","24"
"84255","2"
"10415","29"
"22639","11"
"30819","9"
"99489","3"
"38785","5"
"630922","1"
"35132","5"
"62945","3"
"58731","2"
"145801","1"
"211554","1"
"34750","4"
"19587","11"
"37035","5"
"51150","4"
"25832","4"
"85602","2"
"18021","7"
"70812","2"
"27789","7"
"61328","2"
"56222","5"
"139555","1"
"24174","9"
"22991","13"
"39167","8"
"148355","1"
"25168","7"
"19258","15"
"31183","4"
"187933","1"
"31004","7"
"23734","9"
"266174","2"
"58854","3"
"17699","17"
"19516","24"
"12630","33"
"108752","1"
"55192","5"
"99842","1"
"48851","3"
"151036","3"
"61129","3"
"146785","1"
"80293","2"
"81841","3"
"104259","3"
"36638","6"
"56886","3"
"26998","8"
"123247","2"
"121508","1"
"60158","2"
"135026","1"
"259582","1"
"79116","3"
"38951","4"
"66279","1"
"62190","2"
"72971","1"
"68412","1"
"18081","19"
"47213","5"
"32658","8"
"47610","3"
"34054","9"
"40113","9"
"38313","5"
"273528","1"
"50267","3"
"45753","6"
"85300","2"
"229626","1"
"157929","1"
"57636","4"
"31884","3"
"113458","3"
"28420","9"
"177014","1"
"48450","4"
"73111","1"
"252859","1"
"81638","2"
"71575","1"
"65736","6"
"66764","2"
"225721","1"
"46721","3"
"152176","1"
"47495","2"
"201048","1"
"27931","3"
"53506","1"
"64587","1"
"24513","8"
"48251","5"
"92318","1"
"85093","1"
"30890","10"
"140979","1"
"52127","2"
"294265","1"
"63882","3"
"116809","2"
"66380","2"
"18919","10"
"15268","24"
"36408","5"
"170281","1"
"87470","1"
"62763","3"
"52306","1"
"141912","1"
"27209","6"
"66936","3"
"34427","8"
"191750","1"
"50489","2"
"63871","1"
"80052","1"
"50123","2"
"26412","12"
"25789","9"
"14999","22"
"23717","15"
"181426","1"
"30630","5"
"37263","9"
"32261","2"
"22398","12"
"163694","1"
"32224","5"
"239703","1"
"27737","8"
"56259","3"
"56401","2"
"152034","1"
"189078","2"
"76760","2"
"233515","1"
"29705","9"
"39290","3"
"55720","1"
"43704","2"
"148357","1"
"120372","1"
"90121","1"
"39191","4"
"26982","9"
"58830","6"
"505104","1"
"32559","3"
"54608","2"
"40768","3"
"123159","1"
"119111","2"
"44176","4"
"150941","1"
"113903","2"
"23745","14"
"30362","5"
"84724","1"
"55873","6"
"27069","9"
"59705","2"
"66027","3"
"85750","3"
"25137","8"
"68085","2"
"28873","12"
"92423","1"
"58358","2"
"96781","1"
"249960","1"
"71874","2"
"61755","5"
"226771","2"
"41382","1"
"93016","3"
"76620","2"
"41191","5"
"87864","2"
"53407","1"
"79427","1"
"71281","5"
"42426","3"
"21419","10"
"70331","1"
"112210","1"
"55463","1"
"127814","3"
"44898","3"
"45226","6"
"86429","1"
"76685","1"
"49387","3"
"22381","8"
"44471","1"
"18560","13"
"162903","1"
"31983","5"
"67119","3"
"86710","2"
"636560","1"
"44307","7"
"102155","1"
"37275","5"
"220934","1"
"97685","1"
"65641","3"
"90260","3"
"61216","2"
"26047","8"
"133806","1"
"87765","1"
"469767","1"
"64285","1"
"146555","2"
"50211","3"
"40057","6"
"63203","2"
"67346","2"
"65441","6"
"176316","1"
"16816","16"
"40042","4"
"270690","1"
"34035","7"
"113645","1"
"51133","1"
"47797","2"
"171078","1"
"520016","1"
"59610","3"
"71846","2"
"35557","3"
"179918","1"
"41605","4"
"810016","1"
"100355","1"
"77387","1"
"96184","1"
"83869","2"
"212392","1"
"74165","3"
"171682","1"
"82679","1"
"392204","1"
"37727","3"
"295705","2"
"47984","3"
"72032","3"
"98224","1"
"33401","9"
"86541","2"
"32194","9"
"274986","1"
"540342","1"
"45542","5"
"61505","2"
"103595","1"
"180846","1"
"48004","3"
"551586","1"
"63597","1"
"37544","7"
"26090","6"
"160541","1"
"59412","2"
"33214","4"
"63227","2"
"35458","2"
"473827","1"
"61132","2"
"149283","1"
"214817","1"
"76843","2"
"81646","1"
"69357","3"
"37529","4"
"45003","5"
"45639","1"
"34464","5"
"52226","3"
"134049","1"
"224568","2"
"51940","4"
"149549","1"
"52780","3"
"35815","6"
"186845","1"
"131873","1"
"53323","3"
"82509","2"
"84584","2"
"148471","1"
"50506","3"
"234448","1"
"197070","1"
"54222","5"
"74342","3"
"42721","4"
"47142","3"
"98768","1"
"41318","1"
"54636","1"
"41449","5"
"67604","1"
"101747","3"
"203661","1"
"92095","1"
"24910","7"
"162343","1"
"60770","1"
"59796","5"
"156383","2"
"33783","9"
"486751","1"
"38753","6"
"152885","1"
"125939","1"
"50469","3"
"134300","1"
"217742","1"
"102625","1"
"212407","1"
"89283","2"
"157500","1"
"298283","1"
"63609","1"
"55521","2"
"98920","1"
"100140","1"
"108963","1"
"96113","1"
"47312","3"
"80576","1"
"183851","1"
"168945","1"
"147008","1"
"98570","1"
"46919","4"
"59406","3"
"63923","3"
"177096","1"
"46637","3"
"111418","1"
"56030","1"
"70609","1"
"269692","1"
"58966","2"
"69687","4"
"222061","1"
"61287","3"
"48689","3"
"63244","2"
"104573","1"
"61983","1"
"265692","1"
"56500","3"
"60671","2"
"106358","1"
"79041","1"
"133022","1"
"247587","1"
"111003","1"
"75424","4"
"33128","2"
"41480","3"
"242018","1"
"71195","2"
"51987","3"
"71639","2"
"114639","1"
"346575","1"
"77670","1"
"65939","2"
"170238","1"
"442308","1"
"139304","1"
"110492","2"
"120352","1"
"110580","2"
"163765","1"
"67615","2"
"143943","2"
"43639","2"
"229260","1"
"123389","2"
"55737","3"
"54155","4"
"196656","1"
"109431","1"
"77138","1"
"94654","1"
"67560","2"
"960218","1"
"61613","2"
"202325","1"
"70913","1"
"755156","1"
"98085","1"
"81899","1"
"210178","2"
"169824","1"
"145943","1"
"93915","1"
"119012","1"
"33796","4"
"267183","1"
"80310","2"
"37645","2"
"135125","1"
"110024","1"
"335480","1"
"127803","1"
"321216","1"
"116229","1"
"54982","4"
"78502","1"
"167528","1"
"68495","1"
"119497","1"
"221960","1"
"121087","1"
"318886","1"
"120149","1"
"50581","2"
"101340","1"
"146626","1"
"42454","3"
"81177","1"
"75467","1"
"64109","3"
"71365","2"
"430095","1"
"97350","1"
"82127","1"
"212388","1"
"89582","1"
"578476","1"
"64766","3"
"57554","1"
"122417","1"
"348432","1"
"51547","2"
"193134","1"
"58019","1"
"46092","2"
"1550454","1"
"179667","1"
"99663","1"
"61013","2"
"71667","1"
"157859","1"
"525112","1"
"939214","1"
"414081","1"
"66285","1"
"132741","1"
"85931","1"
"475573","1"
"49017","2"
"44335","1"
"124070","1"
"87550","1"
"93413","1"
"385148","1"
"56599","2"
"69632","2"
"36466","5"
"731076","1"
"476308","1"
"144882","1"
"77058","1"
"87964","2"
"68340","1"
"82851","1"
"275444","1"
"142126","1"
"60928","1"
"553719","1"
"65160","2"
"192940","1"
"280055","1"
"289002","1"
"67445","3"
"47260","1"
"178924","1"
"163778","1"
"53646","1"
"71652","3"
"178842","1"
"174826","1"
"77702","1"
"142227","1"
"64380","1"
"211155","1"
"108183","1"
"577840","1"
"80593","1"
"1019773","1"
"50295","1"
"355600","1"
"113673","1"
"187433","1"
"32742","2"
"305630","1"
"601722","1"
"102140","1"
"85733","1"
"240856","1"
"200891","1"
"201271","1"
"63512","1"
"59470","1"
"139729","2"
"300516","1"
"296726","1"
"72896","1"
"60636","1"
"242772","1"
"158638","1"
"92460","1"
"62404","3"
"469907","1"
"152558","1"
"50366","1"
"105002","1"
"126021","2"
"73169","1"
"118520","1"
"226561","1"
"175919","1"
"190530","1"
"241144","1"
"46124","1"
"134938","1"
"107552","2"
"113076","2"
"242300","1"
"148825","1"
"61111","1"
"109416","1"
"135619","1"
"327393","1"
"89013","1"
"141268","1"
"86873","2"
"174980","1"
"88087","1"
"241640","1"
"91538","1"
"76409","1"
"399149","1"
"318035","1"
"93794","1"
"150118","1"
"112723","1"
"186228","1"
"162255","1"
"94240","1"
"98029","1"
"270089","1"
"117137","1"
"111145","1"
"75372","1"
"97648","1"
"291399","1"
"291013","1"
"124264","1"
"336450","1"
"90654","1"
"95346","2"
"175486","1"
"253734","1"
"260349","1"
"59125","2"
"125047","1"
"53761","1"
"48601","2"
"232980","1"
"86425","1"
"612071","1"
"700809","1"
"183084","1"
"116500","1"
"32662","1"
"46390","1"
"169589","1"
"69902","1"
"89423","1"
"119788","1"
"76605","1"
"56612","1"
"360327","1"
"129957","1"
"83944","1"
"205900","1"
"115943","1"
"161948","1"
"76577","1"
"146147","1"
"177805","1"
"122820","1"
"156112","1"
"559410","1"
"110071","1"
"114977","1"
"114242","1"
"117887","1"
"1097236","1"
"108935","1"
"209778","1"
"148900","1"
"110716","1"
"469402","1"
"98184","1"
"98581","1"
"161110","1"
"168759","1"
"209053","1"
"119311","1"
"149311","1"
"196529","1"
"139216","1"
"384538","1"
"5516","126"
"498","3521"
"37","77720"
"4824","145"
"6466","90"
"1400","869"
"3150","286"
"1384","891"
"494","3518"
"8779","53"
"10250","37"
"1198","1133"
"1115","1224"
"5145","128"
"37084","10"
"4700","147"
"697","2273"
"2350","416"
"3079","284"
"839","1794"
"18981","15"
"9928","58"
"2533","369"
"547","3027"
"5587","116"
"164","14012"
"2212","481"
"18365","14"
"2844","315"
"2732","343"
"950","1460"
"2908","298"
"5785","113"
"2100","482"
"20961","17"
"1520","818"
"34266","6"
"3300","265"
"1265","984"
"7459","77"
"17328","25"
"4196","170"
"3451","239"
"24030","11"
"2549","371"
"2828","333"
"17033","15"
"4184","178"
"6728","100"
"44329","1"
"4652","135"
"11367","37"
"7852","78"
"6247","102"
"4514","182"
"57612","2"
"2451","412"
"3548","226"
"17129","21"
"6100","102"
"4465","165"
"12563","29"
"6295","96"
"1272","1032"
"8028","55"
"17017","33"
"168821","1"
"41812","1"
"2462","387"
"22901","9"
"12134","26"
"42242","4"
"49230","3"
"32534","4"
"19513","26"
"26684","9"
"11486","47"
"8163","73"
"4536","175"
"276584","1"
"12529","35"
"19712","8"
"17574","17"
"8866","68"
"2581","360"
"78690","1"
"10830","27"
"5666","115"
"9419","41"
"22096","7"
"6886","78"
"3117","295"
"32366","10"
"19735","19"
"7149","71"
"28021","9"
"2399","413"
"9563","44"
"9749","46"
"103331","1"
"91026","3"
"23683","9"
"20416","11"
"16946","25"
"25191","14"
"25214","9"
"5976","102"
"3002","274"
"39832","3"
"11343","39"
"32350","8"
"25044","12"
"86613","1"
"91348","2"
"34402","4"
"5169","123"
"19835","15"
"60697","1"
"13761","14"
"39316","3"
"70019","3"
"35415","7"
"13132","38"
"43260","4"
"8350","46"
"18229","17"
"9237","50"
"24611","12"
"11868","43"
"29731","7"
"14218","28"
"94413","2"
"5464","116"
"20146","16"
"179821","1"
"47231","4"
"8914","61"
"30382","8"
"7309","70"
"5865","123"
"21545","7"
"43899","5"
"295070","1"
"15048","27"
"19765","21"
"12926","32"
"45610","6"
"4379","151"
"88916","2"
"13690","29"
"27130","5"
"14619","23"
"15064","22"
"23334","17"
"10647","41"
"17286","18"
"6935","86"
"210409","1"
"24563","18"
"21317","17"
"13383","19"
"20710","16"
"22717","8"
"5988","105"
"12664","28"
"14479","25"
"16917","19"
"83882","1"
"13952","18"
"588791","1"
"22806","14"
"91079","3"
"48387","4"
"108961","1"
"20097","19"
"23275","11"
"14842","28"
"14345","27"
"18910","12"
"31336","5"
