"num_obs","_col1"
"190414","1"
"34591","5"
"49245","3"
"13854","26"
"304775","1"
"11850","34"
"29763","6"
"15850","26"
"60942","3"
"13178","38"
"29681","12"
"32718","6"
"10856","31"
"29009","7"
"14132","26"
"23618","8"
"5259","117"
"44629","5"
"87267","1"
"7998","55"
"8541","77"
"38031","3"
"23177","4"
"5604","117"
"19058","16"
"28588","12"
"9815","39"
"22655","11"
"11676","38"
"27192","7"
"20001","16"
"10602","39"
"20394","24"
"15568","23"
"68740","2"
"141387","1"
"41481","4"
"199244","1"
"15173","27"
"40538","5"
"28405","10"
"10599","45"
"6451","103"
"8686","63"
"7405","83"
"9931","49"
"16926","16"
"34475","4"
"33882","8"
"10908","42"
"22534","10"
"89768","1"
"25873","13"
"38072","6"
"21885","21"
"16363","17"
"107312","1"
"26230","8"
"46271","2"
"58218","4"
"51303","2"
"42228","5"
"28162","11"
"8940","47"
"11973","37"
"34252","5"
"482300","1"
"10757","43"
"24679","10"
"282529","1"
"67473","2"
"54314","3"
"63783","1"
"112977","1"
"13755","28"
"40867","2"
"17122","14"
"52692","5"
"11440","27"
"40602","2"
"68053","2"
"425698","1"
"112668","1"
"9445","52"
"14372","24"
"116401","3"
"49411","7"
"58572","4"
"14829","28"
"213142","1"
"138759","1"
"112481","1"
"58321","5"
"10311","57"
"29311","9"
"9608","40"
"74840","5"
"35675","6"
"839493","1"
"153963","1"
"19415","16"
"17909","18"
"25948","16"
"9524","66"
"31634","6"
"21415","17"
"37235","6"
"16904","23"
"76942","2"
"9537","47"
"21627","11"
"27765","15"
"93119","2"
"18906","12"
"15790","29"
"75762","1"
"27172","7"
"19288","9"
"16919","16"
"13111","33"
"21232","21"
"23077","11"
"58532","4"
"10514","34"
"23377","20"
"17413","13"
"23148","11"
"66665","1"
"26476","8"
"13837","22"
"23090","14"
"52819","6"
"72271","3"
"230023","1"
"8395","52"
"32464","12"
"51631","2"
"122898","1"
"17213","19"
"47027","5"
"36869","4"
"8893","63"
"48764","4"
"88403","1"
"14529","21"
"114485","2"
"36208","9"
"18665","18"
"19488","9"
"41154","4"
"42904","3"
"205116","2"
"19122","20"
"34197","5"
"52950","3"
"30078","7"
"33936","10"
"19739","19"
"43100","4"
"53049","3"
"26301","5"
"28914","8"
"102724","2"
"19797","13"
"18835","18"
"16644","23"
"35910","6"
"17823","21"
"220637","1"
"18676","20"
"26897","7"
"21503","11"
"14505","24"
"163297","1"
"14189","30"
"787084","1"
"20736","8"
"41874","6"
"12332","27"
"43036","5"
"20012","15"
"153183","2"
"36109","4"
"82994","1"
"77200","2"
"12589","30"
"100788","2"
"125163","2"
"16350","18"
"65656","8"
"171757","2"
"794728","1"
"19062","16"
"46172","3"
"39266","6"
"53804","4"
"47301","8"
"63410","2"
"24409","5"
"110752","3"
"24239","11"
"29621","4"
"58334","1"
"42320","4"
"27463","5"
"45952","6"
"74172","1"
"110780","1"
"31024","13"
"36805","5"
"96014","2"
"27888","8"
"39445","5"
"22310","16"
"73154","2"
"94210","4"
"46633","2"
"469680","1"
"26575","11"
"38622","4"
"83550","1"
"28985","5"
"93701","1"
"39460","8"
"76756","2"
"177365","1"
"29200","8"
"60419","2"
"36156","7"
"110688","1"
"51515","2"
"101937","2"
"35927","6"
"96268","2"
"24981","16"
"62206","2"
"46053","5"
"16251","17"
"55164","5"
"27450","9"
"48553","1"
"50946","4"
"36069","10"
"15783","22"
"85208","1"
"102161","1"
"78064","3"
"65458","3"
"50370","5"
"19357","11"
"133619","1"
"30531","7"
"165789","1"
"22862","5"
"61386","2"
"34011","2"
"56517","1"
"219102","1"
"79599","5"
"105711","1"
"46736","2"
"62007","1"
"55263","2"
"40232","7"
"141852","1"
"204170","1"
"26969","6"
"104159","1"
"49047","1"
"54489","2"
"42219","4"
"91854","4"
"69090","2"
"172322","2"
"109841","1"
"106155","1"
"193677","1"
"58761","4"
"193765","1"
"25392","5"
"150754","1"
"65886","1"
"92471","2"
"85574","1"
"132541","1"
"67702","3"
"58929","2"
"27093","10"
"54509","4"
"44952","5"
"41846","4"
"18421","12"
"38225","7"
"76088","2"
"21713","14"
"29125","7"
"39941","6"
"102459","1"
"92576","2"
"339444","1"
"90671","1"
"49217","2"
"25439","9"
"93652","2"
"40738","4"
"40701","5"
"42419","6"
"115960","1"
"65525","2"
"69743","2"
"43779","4"
"11647","33"
"37473","5"
"234301","1"
"167341","1"
"73504","2"
"83061","3"
"43620","5"
"806059","1"
"30246","5"
"38686","5"
"84114","1"
"102062","2"
"39067","8"
"241752","1"
"103937","3"
"39544","4"
"34078","7"
"34292","9"
"41906","6"
"152932","1"
"59938","3"
"31017","9"
"52608","3"
"50187","3"
"108302","1"
"99150","2"
"190326","1"
"631789","1"
"20974","10"
"40968","2"
"57673","6"
"39632","3"
"38130","6"
"54297","4"
"100638","1"
"66010","3"
"154068","1"
"61809","2"
"63740","3"
"24198","12"
"26707","12"
"141770","1"
"337475","1"
"49857","1"
"186336","1"
"31966","4"
"117988","2"
"205465","1"
"128228","1"
"59212","2"
"62552","2"
"45484","4"
"53662","1"
"270446","1"
"48776","3"
"44020","2"
"31227","5"
"12503","27"
"110123","1"
"59776","2"
"202512","1"
"145565","1"
"79996","2"
"28556","9"
"35641","5"
"14378","18"
"85009","1"
"164748","1"
"35418","10"
"40924","3"
"35914","3"
"28046","6"
"34821","3"
"88261","1"
"17600","14"
"48573","3"
"45738","3"
"41764","2"
"97361","3"
"51801","6"
"30166","6"
"64746","2"
"124292","1"
"72924","1"
"90348","2"
"56202","1"
"28229","5"
"195013","1"
"27565","8"
"84886","3"
"60091","6"
"391198","1"
"32460","10"
"142895","1"
"164358","1"
"159366","1"
"111601","2"
"33057","6"
"29979","7"
"31942","3"
"70411","4"
"29101","4"
"143204","1"
"76549","4"
"206920","1"
"50112","4"
"81373","1"
"57653","3"
"117649","1"
"64352","1"
"149622","1"
"55578","6"
"131487","1"
"49135","5"
"258094","1"
"40040","3"
"44820","7"
"178672","1"
"46223","6"
"42490","6"
"96027","1"
"697212","1"
"39063","9"
"52269","3"
"1747453","1"
"164856","1"
"47230","2"
"55645","7"
"29379","8"
"232807","1"
"42518","4"
"45881","3"
"42971","4"
"94491","1"
"55972","5"
"173217","1"
"69277","3"
"67926","2"
"63919","3"
"50987","3"
"90022","1"
"762161","1"
"149219","1"
"43948","7"
"51526","3"
"27901","8"
"28006","12"
"87124","1"
"366080","1"
"29121","4"
"81713","1"
"336650","1"
"363750","1"
"22974","11"
"39402","4"
"92559","1"
"127062","1"
"48974","1"
"104088","1"
"100967","3"
"84866","1"
"155485","2"
"58341","2"
"216701","1"
"143533","1"
"630366","1"
"23536","8"
"35119","2"
"334135","1"
"79698","2"
"116117","2"
"48549","2"
"85164","2"
"367090","1"
"80774","1"
"81360","1"
"42402","5"
"115859","1"
"500375","1"
"277413","1"
"87097","1"
"36395","4"
"58270","1"
"124583","1"
"48536","2"
"61951","1"
"60138","1"
"79420","1"
"143434","2"
"41548","2"
"236069","1"
"111384","1"
"95811","1"
"82597","1"
"34041","3"
"55205","1"
"89208","2"
"48379","3"
"88854","3"
"59836","2"
"37330","6"
"58460","3"
"94010","1"
"67760","3"
"122646","1"
"116328","2"
"190248","1"
"52851","4"
"155780","1"
"79204","2"
"59975","1"
"40503","4"
"70029","1"
"147378","1"
"223324","2"
"51051","6"
"215528","1"
"305488","1"
"88050","1"
"254673","1"
"184577","1"
"102601","2"
"59511","2"
"49424","3"
"132513","1"
"86683","1"
"68216","1"
"63867","1"
"264357","1"
"42700","6"
"67533","1"
"103890","1"
"100801","1"
"59505","1"
"230223","1"
"60630","1"
"83005","1"
"54043","3"
"57093","2"
"36391","2"
"71337","1"
"289077","1"
"114807","1"
"74745","1"
"289756","1"
"33899","4"
"126864","1"
"130808","1"
"56541","1"
"60274","1"
"85849","2"
"97163","1"
"263386","1"
"406716","1"
"213951","1"
"78437","2"
"69290","1"
"48295","4"
"167714","2"
"81244","2"
"35334","4"
"64221","1"
"146909","1"
"82492","1"
"33287","3"
"156041","1"
"214125","1"
"69758","1"
"44904","2"
"85351","1"
"92932","1"
"57140","1"
"149605","1"
"44900","4"
"44545","3"
"113192","1"
"99883","1"
"227809","1"
"115391","1"
"98605","1"
"235092","2"
"317470","1"
"589983","1"
"272944","1"
"721833","1"
"102402","1"
"137341","1"
"74088","1"
"132148","1"
"203350","1"
"308163","1"
"270276","1"
"89399","2"
"127573","1"
"130991","1"
"45301","3"
"110664","1"
"151402","1"
"97831","1"
"1018337","1"
"143292","1"
"28972","4"
"107399","1"
"87069","1"
"80377","1"
"150202","1"
"87951","1"
"109129","1"
"308577","1"
"377477","1"
"204499","1"
"154586","1"
"94014","1"
"52028","2"
"67505","2"
"166673","1"
"104331","1"
"96169","1"
"151911","1"
"97398","2"
"165142","1"
"137881","1"
"182101","1"
"57179","2"
"126150","1"
"68415","1"
"100995","1"
"188030","1"
"67258","1"
"325136","1"
"94857","1"
"50422","3"
"46959","1"
"965986","1"
"64949","2"
"121227","2"
"185569","1"
"175590","1"
"105101","2"
"376785","1"
"114850","1"
"217817","1"
"41962","2"
"91736","1"
"199753","1"
"40825","3"
"161022","1"
"76148","1"
"308379","1"
"113149","2"
"164684","1"
"56957","2"
"845855","1"
"75864","1"
"156752","1"
"40300","1"
"231658","1"
"58138","1"
"872388","1"
"151437","1"
"134358","1"
"130709","1"
"63231","1"
"55462","1"
"43568","1"
"91104","2"
"67159","1"
"48465","1"
"535190","1"
"53332","1"
"186220","1"
"169766","1"
"207875","1"
"89962","2"
"194402","1"
"133965","1"
"128200","1"
"61610","2"
"113117","1"
"172994","1"
"95516","2"
"127732","1"
"162272","1"
"63998","1"
"79328","1"
"128316","1"
"65716","1"
"99465","1"
"56914","1"
"157190","1"
"57561","1"
"142906","1"
"510828","1"
"79651","1"
"37134","1"
"806947","1"
"251774","1"
"202766","1"
"102704","1"
"87748","1"
"67827","1"
"70256","1"
"195996","1"
"80319","1"
"126292","1"
"214093","1"
"113265","1"
"88837","1"
"123536","1"
"97743","1"
"286715","1"
"115462","2"
"168776","1"
"62546","1"
"45620","2"
"111233","1"
"127333","1"
"111746","2"
"75127","1"
"104375","1"
"55379","1"
"108836","1"
"67238","1"
"181441","1"
"534836","1"
"189944","1"
"77353","1"
"213416","1"
"65815","1"
"235959","1"
"206297","1"
"91124","1"
"780111","1"
"79750","1"
"96292","1"
"115662","1"
"89681","1"
"67906","1"
"120531","1"
"66917","1"
"74812","1"
"201033","1"
"53605","1"
"133666","1"
"305473","1"
"38025","1"
"124308","1"
"53562","1"
"71090","1"
"161493","2"
"63132","3"
"249787","1"
"68594","2"
"86921","1"
"86925","1"
"168847","1"
"119493","1"
"75782","1"
"415529","1"
"105888","2"
"90660","2"
"406147","1"
"54524","2"
"66865","1"
"186590","1"
"65218","1"
"84807","1"
"202525","1"
"279488","1"
"94921","2"
"61494","1"
"275356","1"
"143374","1"
"353824","1"
"153969","1"
"101517","1"
"44033","1"
"159564","1"
"352380","1"
"47471","3"
"165423","1"
"73452","1"
"72120","1"
"88738","1"
"98308","1"
"142326","1"
"82110","1"
"87518","1"
"92861","1"
"147462","1"
"477250","1"
"97930","1"
"231674","1"
"302988","1"
"273171","1"
"76847","1"
"104517","1"
"178683","1"
"199999","1"
"98439","1"
"280753","1"
"56418","1"
"161778","1"
"141559","1"
"42900","1"
"64964","1"
"161703","1"
"60277","1"
"77898","1"
"93512","1"
"100327","1"
"81133","1"
"226969","1"
"77424","1"
"186681","1"
"72215","1"
"49435","4"
"52834","9"
"88","28418"
"47","58597"
"1433","871"
"18967","17"
"2916","310"
"10020","55"
"26349","6"
"17014","29"
"2791","345"
"5867","112"
"314575","1"
"91128","1"
"13281","29"
"14324","29"
"2067","536"
"7664","74"
"6063","107"
"12809","34"
"1754","659"
"13240","22"
"4121","187"
"22898","13"
"37201","6"
"13214","25"
"644","2480"
"4994","133"
"3177","289"
"1418","893"
"2252","400"
"23411","15"
"16495","27"
"87468","2"
"9600","62"
"12783","30"
"696","2236"
"1832","547"
"9822","49"
"2502","349"
"1360","954"
"1957","538"
"3052","283"
"22799","14"
"25390","7"
"22202","12"
"11397","30"
"1110","1181"
"6162","87"
"8287","63"
"17249","14"
"3276","247"
"32149","4"
"3000","315"
"2836","317"
"8406","75"
"12270","39"
"15156","23"
"1183","1064"
"1099","1123"
"5513","123"
"2192","429"
"9272","52"
"59020","7"
"26321","12"
"3899","195"
"7304","67"
"2638","361"
"35285","6"
"8878","56"
"5041","136"
"19993","10"
"27804","10"
"1235","1084"
"65811","3"
"2082","498"
"1864","590"
"4765","154"
"11313","48"
"20275","11"
"6858","79"
"1629","701"
"7061","100"
"2317","455"
"5093","129"
"19506","23"
"12145","37"
"21730","16"
"1780","634"
"5742","109"
"7145","79"
"11102","44"
"19040","16"
"2627","354"
"3026","306"
"17611","21"
"3235","258"
"4733","174"
"10643","42"
"42482","4"
"9548","64"
"20202","17"
"12710","44"
"7968","65"
"24159","11"
"14139","31"
"177288","1"
"39044","6"
"12617","26"
"7330","87"
"14029","18"
"45139","4"
"18956","28"
"18051","17"
"4009","180"
"20353","27"
"15831","20"
"2403","395"
"17736","16"
"34201","9"
"12932","23"
"5052","129"
"28252","7"
"13130","22"
"7134","94"
"58246","2"
"103310","1"
"53666","3"
"74523","1"
"20234","11"
"11449","34"
"46745","6"
"100215","1"
"32923","3"
"32970","10"
"33619","8"
"12643","33"
"5690","115"
"74976","1"
"14626","24"
"46096","5"
"11417","35"
"17564","17"
"7757","65"
"11061","51"
"8005","69"
"82593","3"
"6397","98"
"51771","3"
"6037","93"
"4444","150"
"85813","1"
"145962","1"
"25601","7"
"28625","9"
"20622","14"
"4528","164"
"35343","9"
"41111","4"
"17689","17"
"10281","39"
"20648","16"
"21370","10"
"20747","11"
"63121","2"
"44995","3"
"12171","41"
"43598","3"
"23700","9"
"184209","1"
"41760","3"
"43137","6"
"8130","79"
"65660","5"
"16402","17"
"44969","3"
"9061","49"
"127245","2"
"60313","5"
"117822","1"
"12421","23"
"122454","1"
"115016","1"
"35966","9"
"16081","37"
"9606","45"
"37462","4"
"109884","2"
"17669","20"
"41807","4"
"8229","45"
"18706","21"
"11837","33"
"148626","1"
"46922","1"
"30358","10"
"14973","30"
"14652","29"
"23698","9"
"19275","16"
"215071","1"
"66460","5"
"34535","6"
"10479","36"
"10130","32"
"12658","32"
"19913","23"
"16428","19"
"21646","12"
"25614","12"
"27976","7"
"36682","4"
"13255","24"
"33526","8"
"6936","69"
"51849","5"
"34216","7"
"34326","7"
"12432","41"
"23573","14"
"38729","4"
"17124","23"
"13156","27"
"22715","13"
"30181","10"
"15872","19"
"26028","13"
"12046","37"
"20150","13"
"6910","74"
"251837","1"
"16620","27"
"23883","11"
"11805","32"
"26263","11"
"20898","9"
"18411","18"
"27543","5"
"78047","2"
"36367","6"
"22564","5"
"15098","22"
"8104","59"
"102478","1"
"34352","11"
"23515","14"
"41143","4"
"64729","4"
"54047","4"
"584550","1"
"42128","7"
"9785","45"
"73329","1"
"5401","117"
"16344","19"
"26500","14"
"28750","10"
"18286","22"
"17176","10"
"64296","3"
"25379","14"
"12591","32"
"43105","8"
"19165","11"
"80323","2"
"33022","8"
"105116","2"
"71361","2"
"53543","3"
"31735","12"
"44206","5"
"17747","21"
"35509","5"
"128648","2"
"14947","35"
"27457","10"
"67622","3"
"11063","39"
"32123","9"
"10270","52"
"47965","3"
"47991","5"
"46896","4"
"118408","2"
"208799","2"
"90479","1"
"74517","2"
"19344","14"
"17454","20"
"117936","1"
"90740","2"
"25700","10"
"102446","1"
"109944","1"
"51226","3"
"12139","25"
"34772","4"
"15669","26"
"167283","1"
"24112","16"
"27129","7"
"81386","2"
"87186","2"
"28205","9"
"14014","34"
"52696","3"
"18083","11"
"37115","7"
"88589","1"
"166996","1"
"26584","12"
"22689","11"
"20799","14"
"29248","10"
"27103","6"
"76892","2"
"67005","3"
"61205","2"
"9895","44"
"13464","32"
"23129","13"
"38085","4"
"11863","29"
"25976","9"
"107058","2"
"28474","9"
"42514","3"
"21107","15"
"42337","4"
"122016","1"
"30134","6"
"104530","1"
"31132","18"
"14848","23"
"19159","7"
"20982","10"
"27851","4"
"90059","2"
"104892","2"
"128523","2"
"171503","1"
"27767","11"
"633918","1"
"32804","7"
"24506","7"
"18805","17"
"64393","2"
"42042","7"
"155521","1"
"250098","2"
"37535","4"
"204107","1"
"97499","1"
"50780","4"
"16029","20"
"14600","15"
"24834","11"
"48754","2"
"290556","1"
"65464","4"
"59985","2"
"29918","7"
"64945","1"
"26002","9"
"84265","3"
"47256","1"
"104991","1"
"29819","8"
"64408","1"
"22825","13"
"131103","1"
"138134","1"
"105142","1"
"485229","1"
"37561","9"
"48661","5"
"76228","1"
"24793","10"
"43210","2"
"21396","11"
"75758","2"
"23547","10"
"46215","7"
"19014","19"
"375830","1"
"110942","1"
"84149","2"
"41393","2"
"101148","4"
"112524","2"
"42456","5"
"32798","10"
"68973","6"
"88740","2"
"24952","17"
"61455","2"
"28541","9"
"28489","5"
"105666","1"
"84804","2"
"46137","5"
"50006","2"
"83735","2"
"46969","6"
"31080","8"
"68889","2"
"27228","10"
"51502","4"
"94415","2"
"55386","4"
"272746","1"
"19066","14"
"45105","4"
"95997","2"
"211875","2"
"20301","17"
"53858","4"
"29584","9"
"33257","6"
"65365","3"
"50670","2"
"42441","3"
"131450","1"
"120074","1"
"124883","1"
"35908","4"
"258187","1"
"19422","16"
"25640","7"
"24321","8"
"67057","3"
"55733","3"
"116104","1"
"546118","1"
"40540","5"
"43859","3"
"103174","2"
"58095","3"
"168011","1"
"236293","1"
"115350","1"
"42816","4"
"2037392","1"
"38604","4"
"78321","1"
"41294","2"
"84929","2"
"119339","1"
"53444","4"
"57315","4"
"44818","5"
"93667","1"
"86300","3"
"66637","1"
"19788","23"
"44180","2"
"821735","1"
"157017","1"
"38934","6"
"182931","1"
"89783","1"
"36242","8"
"135418","2"
"78375","2"
"42068","8"
"44010","2"
"134528","2"
"40462","5"
"64419","2"
"202495","1"
"36007","5"
"23370","10"
"49023","3"
"98299","2"
"55136","3"
"34091","7"
"27347","3"
"16391","21"
"47467","3"
"21495","12"
"39404","2"
"41859","4"
"65863","4"
"324908","1"
"67831","1"
"25405","6"
"78808","1"
"100661","2"
"43676","3"
"48116","3"
"100864","2"
"127271","1"
"38048","3"
"27248","14"
"17098","13"
"276891","1"
"58595","3"
"35822","5"
"61283","3"
"148191","2"
"80526","2"
"99827","1"
"331331","1"
"47219","5"
"28711","8"
"33856","5"
"43223","7"
"140537","1"
"38630","4"
"166162","1"
"51528","6"
"86621","1"
"62281","1"
"15747","16"
"59080","1"
"83149","1"
"28416","4"
"68225","1"
"46241","5"
"33132","8"
"57539","2"
"79457","4"
"139192","1"
"277699","2"
"152956","1"
"70646","2"
"52782","3"
"60660","4"
"124245","2"
"34190","8"
"57446","3"
"70915","2"
"59481","4"
"78230","2"
"50519","4"
"81155","3"
"72135","3"
"75506","1"
"77601","1"
"48392","2"
"46148","5"
"74799","1"
"92337","2"
"51194","2"
"62550","3"
"61173","2"
"126187","2"
"99021","1"
"107713","3"
"163274","1"
"280833","1"
"55261","2"
"29112","5"
"50530","1"
"126622","1"
"70454","3"
"86024","1"
"51653","2"
"44331","2"
"73034","1"
"44829","5"
"157521","1"
"312607","1"
"24892","10"
"40499","5"
"169147","1"
"61272","4"
"139742","1"
"67443","1"
"95458","1"
"83610","2"
"70292","3"
"1189252","1"
"119005","2"
"436753","1"
"102267","1"
"65501","1"
"38184","5"
"48163","6"
"63863","1"
"125506","1"
"362723","1"
"274128","1"
"160362","1"
"74025","1"
"36781","5"
"104493","1"
"45833","3"
"63770","3"
"56974","1"
"418062","1"
"167770","1"
"76144","4"
"43236","3"
"104144","1"
"114837","1"
"193369","1"
"32358","3"
"353393","1"
"55806","1"
"48504","2"
"70109","2"
"91070","3"
"40755","2"
"55608","3"
"85938","1"
"67628","1"
"380128","1"
"58869","3"
"69419","2"
"39227","11"
"37016","5"
"25181","7"
"110069","2"
"88714","2"
"37337","3"
"54377","4"
"34845","4"
"164567","1"
"32996","2"
"61022","1"
"126398","2"
"251921","1"
"193539","1"
"104629","1"
"80317","2"
"68665","1"
"81123","1"
"214028","1"
"83112","2"
"95682","3"
"312271","1"
"66283","2"
"88615","1"
"115632","1"
"51241","3"
"95038","1"
"103855","1"
"138673","1"
"115205","1"
"94055","2"
"66695","2"
"92781","1"
"122967","1"
"43891","4"
"69307","4"
"89684","1"
"80677","1"
"138332","1"
"49258","1"
"309747","1"
"72909","2"
"84731","2"
"62354","3"
"26250","2"
"1614319","1"
"52722","4"
"206411","2"
"449179","1"
"64820","1"
"66874","1"
"58371","1"
"47801","4"
"62229","1"
"116852","2"
"288687","1"
"60089","3"
"81767","4"
"109110","2"
"129422","1"
"418743","1"
"121721","3"
"39824","4"
"192298","1"
"77495","3"
"126549","1"
"55446","3"
"54310","3"
"68266","1"
"105168","1"
"266636","1"
"69611","2"
"101023","1"
"226749","1"
"76793","2"
"61257","4"
"94809","2"
"91699","2"
"91934","1"
"57412","5"
"209646","1"
"32897","4"
"46693","2"
"277639","1"
"74202","1"
"148232","1"
"61953","4"
"38190","3"
"122613","2"
"160138","2"
"69695","1"
"213254","1"
"77338","1"
"197298","1"
"243470","1"
"63240","4"
"69098","1"
"52571","2"
"83427","1"
"125663","1"
"41682","4"
"188862","1"
"106802","1"
"79228","1"
"149956","1"
"489408","1"
"49383","1"
"233120","1"
"66999","1"
"63796","1"
"65266","1"
"162205","1"
"105351","1"
"371418","1"
"374244","1"
"64223","2"
"101232","2"
"200887","1"
"131679","1"
"82114","1"
"45788","2"
"1701266","1"
"49797","3"
"45926","3"
"116695","4"
"46687","2"
"43012","3"
"97702","1"
"240224","1"
"63837","1"
"158519","1"
"117921","1"
"67098","2"
"79431","1"
"76564","1"
"87841","1"
"161944","1"
"83097","1"
"77422","2"
"1183650","1"
"59270","2"
"228624","1"
"322119","1"
"38958","6"
"94363","1"
"123497","1"
"84108","1"
"91902","2"
"66880","2"
"174572","1"
"86352","3"
"54638","2"
"36807","3"
"67930","1"
"152661","1"
"62466","1"
"290084","1"
"44346","2"
"59565","2"
"160448","1"
"138220","1"
"84830","2"
"105437","1"
"131653","1"
"140910","1"
"132125","1"
"48786","1"
"124036","3"
"87934","1"
"108666","2"
"54612","2"
"124286","1"
"84410","2"
"338482","1"
"202107","1"
"433322","1"
"110246","1"
"106849","1"
"339866","1"
"221199","1"
"185194","1"
"92184","1"
"288812","1"
"149734","1"
"58377","2"
"75245","1"
"104577","1"
"55556","1"
"82317","1"
"141600","1"
"105875","1"
"104243","1"
"43650","3"
"72648","1"
"571206","1"
"164304","1"
"70967","2"
"38932","2"
"1001586","1"
"36615","2"
"281641","1"
"61690","2"
"178036","1"
"257202","1"
"174540","1"
"94154","1"
"374966","2"
"242272","1"
"126299","1"
"47769","1"
"198951","1"
"73816","3"
"784234","1"
"73842","2"
"56252","3"
"260536","1"
"301710","1"
"173031","1"
"39320","2"
"48064","3"
"39201","1"
"97275","1"
"58692","1"
"95018","1"
"92499","1"
"80711","1"
"282331","1"
"53241","1"
"150620","1"
"331928","1"
"103002","1"
"275436","1"
"51200","2"
"51463","4"
"141966","1"
"65779","2"
"177551","1"
"134987","1"
"180340","1"
"49351","4"
"192287","2"
"90184","1"
"831503","1"
"67654","1"
"34005","3"
"55084","3"
"136285","1"
"115061","1"
"111388","1"
"217576","1"
"103226","1"
"114686","1"
"91824","1"
"101592","1"
"84567","1"
"100536","1"
"79903","1"
"65339","1"
"143921","1"
"45592","2"
"129495","2"
"68790","1"
"368864","1"
"44633","2"
"64197","2"
"75172","1"
"128590","1"
"190345","1"
"68947","1"
"92546","1"
"147516","1"
"155435","1"
"1625492","1"
"215097","1"
"52560","2"
"259480","1"
"229111","1"
"55267","2"
"67307","1"
"73303","3"
"884932","1"
"42290","1"
"136416","1"
"424084","1"
"43583","3"
"127842","1"
"95846","2"
"131036","2"
"185239","1"
"56345","2"
"72051","1"
"76092","2"
"111263","2"
"505259","1"
"53043","1"
"184905","1"
"68475","1"
"73926","1"
"63632","1"
"58910","4"
"98012","2"
"98372","1"
"153730","1"
"73107","2"
"53351","1"
"278085","2"
"61246","2"
"162278","1"
"173445","1"
"86662","1"
"214972","1"
"80946","2"
"98148","1"
"63423","1"
"87815","1"
"103614","1"
"100090","1"
"85688","1"
"65753","2"
"620574","1"
"217248","1"
"73014","1"
"66559","1"
"93070","1"
"214750","1"
"66113","1"
"152135","1"
"118460","1"
"358124","1"
"65240","1"
"234655","1"
"173497","1"
"58496","1"
"103351","1"
"68167","1"
"112686","1"
"115869","1"
"278656","1"
"79989","2"
"84291","1"
"89731","1"
"104519","1"
"60287","2"
"51508","1"
"139218","1"
"175195","1"
"73428","1"
"62104","1"
"75146","1"
"78060","1"
"197475","1"
"69984","1"
"64544","1"
"252762","1"
"60104","1"
"181978","1"
"118434","1"
"131056","1"
"131575","1"
"91542","1"
"99368","1"
"612925","1"
"70842","1"
"443924","1"
"184519","1"
"41969","2"
"156713","1"
"65057","1"
"174001","1"
"59513","1"
"63029","1"
"744248","1"
"98049","1"
"225699","1"
"37934","1"
"156243","1"
"71695","1"
"120848","1"
"175628","1"
"148652","1"
"167309","1"
"105405","1"
"179178","1"
"93615","1"
"150704","1"
"394364","1"
"1059136","1"
"161996","1"
"196904","1"
"94710","1"
"182256","1"
"82166","1"
"79155","1"
"136731","1"
"91227","1"
"86720","1"
"71191","1"
"93201","1"
"390133","1"
"261920","1"
"236058","1"
"281484","1"
"121236","1"
"80291","1"
"66973","1"
"442579","1"
"2776","290"
"101","24230"
"38156","8"
"60","44161"
"1819","603"
"54","49541"
"657","2373"
"1103","1227"
"6727","76"
"29905","12"
"7981","76"
"2920","295"
"394","4776"
"3237","262"
"9494","50"
"55601","2"
"5304","125"
"6987","87"
"442","4010"
"13673","33"
"13471","22"
"4593","150"
"23778","10"
"2558","376"
"3802","185"
"1778","637"
"62216","3"
"2175","460"
"13378","32"
"1500","798"
"3306","256"
"1877","575"
"541","3174"
"10126","46"
"4888","138"
"18245","23"
"3388","213"
"8393","64"
"37542","4"
"3138","306"
"14540","23"
"6190","83"
"15137","27"
"4474","159"
"5662","124"
"6457","83"
"3071","269"
"15557","17"
"2274","420"
"13859","25"
"34951","8"
"71820","2"
"7395","70"
"5233","133"
"20400","18"
"20905","9"
"21230","16"
"17415","16"
"5718","109"
"4207","181"
"3944","204"
"5222","119"
"32537","6"
"20161","19"
"13531","30"
"19314","17"
"4091","185"
"11320","35"
"1437","794"
"3552","233"
"11555","48"
"43402","3"
"6477","84"
"10576","42"
"8608","53"
"8123","58"
"24685","8"
"59384","1"
"5610","112"
"70096","4"
"77502","2"
"16723","24"
"25461","15"
"3694","194"
"15430","21"
"6246","96"
"16639","16"
"31388","7"
"6636","91"
"20174","16"
"14572","29"
"27476","10"
"11546","34"
"11419","38"
"10772","53"
"255131","1"
"18456","16"
"7828","69"
"7300","83"
"42234","4"
"18389","18"
"4509","146"
"274509","1"
"47637","4"
"30664","7"
"47243","2"
"60916","3"
"9647","37"
"3317","261"
"77461","1"
"19618","23"
"106002","1"
"32983","12"
"10033","35"
"3662","207"
"24185","6"
"55306","1"
"29690","7"
"193895","1"
"14738","31"
"14027","28"
"13462","29"
"28041","6"
"194184","1"
"9645","50"
"113138","1"
"17012","17"
"25142","10"
"35921","6"
"31802","9"
"7436","71"
"90585","2"
"24424","17"
"9686","50"
"9311","42"
"10807","40"
"64337","1"
"20538","18"
"20575","16"
"15251","22"
"22769","12"
"75896","4"
"49271","5"
"93837","1"
"87481","2"
"15195","26"
"11645","39"
"18189","23"
"114662","1"
"36335","17"
"8604","51"
"93281","2"
"31901","5"
